Protein,ProtNLM_Top1,ProtNLM_Top1_Score,ProtNLM_Top10
B9J08_004871,HEPN_LA2681 domain-containing protein,0.0948673319333564,HEPN_LA2681 domain-containing protein [0.0949] | Phage protein [0.0298] | HEPN_Apea domain-containing protein [0.0280] | DGQHR domain-containing protein [0.0217] | DUF5617 domain-containing protein [0.0205] | AbiV family abortive infection protein [0.0197] | DUF4470 domain-containing protein [0.0176] | Dot/Icm T4SS effector [0.0169] | DUF5636 domain-containing protein [0.0131] | Nuclear pore complex protein [0.0121]
B9J08_004894,Secreted protein,0.10056266815076,"Secreted protein [0.1006] | Similar to [0.0486] | Hydrophobic surface binding protein A-domain-containing protein [0.0389] | Str. FM013 [0.0322] | RxLR effector protein [0.0279] | Cell wall mannoprotein 1 [0.0198] | WGS project CBMI000000000 data, contig [0.0174] | Hydrophobin [0.0122] | Secreted RxLR effector peptide protein [0.0082] | Hydrophobic surface binding protein A domain-containing protein [0.0080]"
B9J08_004897,Secreted protein,0.0933975300505416,"Secreted protein [0.0934] | Similar to [0.0619] | Str. FM013 [0.0373] | Hydrophobin [0.0372] | Conserved secreted protein [0.0171] | Microplusin [0.0110] | Mite allergen Lep d 7 [0.0085] | Microfi brillar-associated protein 1 [0.0075] | Metalloproteinase [0.0063] | WGS project CBMI000000000 data, contig [0.0057]"
B9J08_004903,Flocculation protein FLO11-like,0.0965247839751992,Flocculation protein FLO11-like [0.0965] | TPX2_importin domain-containing protein [0.0528] | Flocculation protein FLO11 [0.0264] | (thale cress) hypothetical protein [0.0250] | Cell division cycle associated 5 [0.0154] | Protein TPX2 [0.0114] | Protein TPX2-like [0.0090] | Proline-rich family protein [0.0071] | Cell division cycle-associated protein 3 [0.0058] | Proline-rich receptor-like protein kinase PERK9 [0.0054]
B9J08_004904,Bromo domain-containing protein,0.0480357842762902,Bromo domain-containing protein [0.0480] | Chromatin modification-related protein EAF6 [0.0299] | Chromatin-remodeling ATPase INO80 [0.0288] | Chromatin structure-remodeling complex subunit RSC4 [0.0219] | Transcription initiation factor TFIID subunit 8 [0.0206] | Chromatin structure-remodeling complex subunit RSC8 [0.0202] | Chromatin structure-remodeling complex protein RSC8 [0.0190] | Chromatin structure-remodeling complex subunit snf21 [0.0138] | Chromatin structure-remodeling complex protein RSC6 [0.0109] | Chromatin remodeling SWIB-Plus-3 family [0.0092]
B9J08_004911,THO complex subunit 5,0.0398483939190337,"THO complex subunit 5 [0.0398] | THO complex subunit 7 [0.0349] | THO complex subunit 5-like [0.0230] | Hypothetical_protein [0.0123] | SWI5-dependent HO expression protein 3 [0.0112] | Isy1p [0.0109] | THO complex subunit 5-like protein [0.0101] | Piso0_000946 protein [0.0078] | WGS project CCBQ000000000 data, contig 00015 [0.0058] | THO complex subunit 7/Mft1 [0.0057]"
B9J08_004922,MIF4G domain-containing protein,0.4078246894733213,MIF4G domain-containing protein [0.4078] | MIF4G_like_2 domain-containing protein [0.1523] | MI domain-containing protein [0.0562] | GRIP domain-containing protein [0.0218] | MIF4G domain protein [0.0155] | Actin-related protein 2/3 complex subunit 5 [0.0123] | ADDG [0.0112] | Hypothetical protein [0.0107] | Eukaryotic translation initiation factor 3 30 kDa subunit [0.0103] | CID domain-containing protein [0.0094]
B9J08_004940,Nrm1p,0.0111221678384179,"Nrm1p [0.0111] | WGS project CCBQ000000000 data, contig 00015 [0.0111] | Nrm1/Whi5 [0.0071] | Protein kinase domain-containing protein [0.0071] | WGS project CCBQ000000000 data, contig 00106 [0.0067] | WGS project CCBQ000000000 data, contig 00107 [0.0057] | WGS project CCBQ000000000 data, contig 00016 [0.0041] | Nrm1-like protein [0.0033] | WGS project CCBQ000000000 data, contig 00099 [0.0030] | WGS project CCBQ000000000 data, contig 00058 [0.0029]"
B9J08_004942,PCI domain-containing protein,0.1099018796405151,"PCI domain-containing protein [0.1099] | CSN8_PSD8_EIF3K domain-containing protein [0.0686] | COP9 signalosome complex subunit 7b [0.0524] | (thale cress) hypothetical protein [0.0422] | COP9 signalosome complex subunit 7 [0.0278] | Hypothetical protein [0.0135] | SAC3/GANP family protein [0.0130] | Proteasome regulatory non-ATP-ase subunit, [0.0118] | Proteasome regulatory non-ATP-ase subunit [0.0099] | COP9 signalosome complex subunit 4 [0.0094]"
B9J08_004945,BBP1_C domain-containing protein,0.2872737461923486,BBP1_C domain-containing protein [0.2873] | DUF148 domain-containing protein [0.2750] | Hypothetical protein [0.0249] | DUF4200 domain-containing protein [0.0218] | BBP1 family outer membrane lipoprotein [0.0166] | Hypothetical_protein [0.0152] | BBP1 family outer membrane protein [0.0108] | DUF349 domain-containing protein [0.0083] | Conserved oligomeric Golgi complex subunit 3 [0.0080] | Methyl-accepting chemotaxis protein [0.0058]
B9J08_004951,Protein LOT5,0.2729169345695816,Protein LOT5 [0.2729] | Anaphase-promoting complex subunit 1 [0.1164] | Lipin_N domain-containing protein [0.0600] | DUF4520 domain-containing protein [0.0335] | CS domain-containing protein [0.0320] | Anaphase-promoting complex subunit 10 [0.0153] | FACT complex subunit SSRP1 [0.0138] | DUF4524 domain-containing protein [0.0107] | Anaphase-promoting complex subunit [0.0091] | Anaphase-promoting complex subunit 13 [0.0077]
B9J08_004963,Hypothetical protein,0.2610128748330068,Hypothetical protein [0.2610] | (pine wood nematode) hypothetical protein [0.0096] | Expressed protein [0.0074] | (thale cress) hypothetical protein [0.0033] | RNA-binding (RRM/RBD/RNP motifs) family protein [0.0016] | Glycine-rich protein [0.0015] | Ctenidin-1-like [0.0011] | Glycine-rich protein 2-like [0.0009] | Glycine-rich cell wall structural protein 1 [0.0007] | CDNA [0.0006]
B9J08_004984,Inorganic pyrophosphatase,0.0530628434062171,Inorganic pyrophosphatase [0.0531] | Acetyltransferase [0.0326] | Inorganic diphosphatase [0.0221] | EC:3.6.1.1 [0.0189] | EC:3.6.1.- [0.0171] | ADP-ribose pyrophosphatase [0.0151] | Nudix hydrolase domain-containing protein [0.0137] | Hypothetical conserved protein [0.0089] | Long-chain-fatty-acid--CoA ligase [0.0087] | Long-chain fatty acid--CoA ligase [0.0073]
B9J08_005006,Inhibitor_I29 domain-containing protein,0.0312727024132974,Inhibitor_I29 domain-containing protein [0.0313] | Similar to [0.0235] | Hypothetical_protein [0.0226] | Expressed protein [0.0177] | DUF3106 domain-containing protein [0.0157] | Secretory protein [0.0100] | DUF3105 domain-containing protein [0.0092] | Hypothetical_protein_-_conserved [0.0088] | Secretory pathway protein [0.0086] | Cation-transporting ATPase [0.0048]
B9J08_005014,Protein roadkill,0.0172102172618045,"Protein roadkill [0.0172] | Protein kinase domain-containing protein [0.0127] | YKR045C-like protein [0.0104] | YKR045C [0.0093] | YKR005C [0.0067] | YKR005C-like protein [0.0065] | Serine/threonine-protein kinase HAL5-like [0.0064] | Protein roadkill-like [0.0037] | WGS project CCBQ000000000 data, contig 00015 [0.0029] | Serine/threonine-protein kinase [0.0027]"
B9J08_005017,Str. FM013,0.0453278914235705,Str. FM013 [0.0453] | Similar to [0.0309] | AT DNA binding protein [0.0180] | Shugoshin_C domain-containing protein [0.0149] | GAGA-binding transcriptional activator [0.0148] | Sister chromatid cohesion protein PDS5 [0.0115] | AT hook-like protein [0.0099] | AT hook domain-containing protein [0.0096] | AT hook-like [0.0073] | Sister-chromatide cohesion protein [0.0063]
B9J08_005041,DUTPase domain-containing protein,0.02882910560063,DUTPase domain-containing protein [0.0288] | SET domain-containing protein [0.0276] | Hypothetical_protein [0.0202] | Similar to [0.0155] | Protein FYV10 [0.0110] | Histone deacetylase [0.0070] | Histone deacetylase complex subunit SAP30 [0.0070] | Histone deacetylase complex subunit [0.0067] | Histone deacetylase complex subunit sap18 [0.0064] | DUTPase [0.0046]
B9J08_005063,ABC transmembrane type-1 domain-containing protein,0.0999565187094824,"ABC transmembrane type-1 domain-containing protein [0.1000] | Transmembrane protein [0.0757] | MMPL domain-containing protein [0.0323] | Transmembrane protein, [0.0304] | ABC transporter ATP-binding protein [0.0104] | Transposase [0.0094] | Secreted protein [0.0090] | Membrane protein US7 [0.0077] | Membrane-associated protein, [0.0070] | ABC transporter [0.0049]"
B9J08_005066,Serine-rich adhesin for platelets,0.0999482018650858,Serine-rich adhesin for platelets [0.0999] | PH domain-containing protein [0.0570] | Protein kinase domain-containing protein [0.0499] | Neurabin-1 [0.0454] | FH2 domain-containing protein [0.0337] | DH domain-containing protein [0.0308] | PDZ domain-containing protein [0.0299] | Serine-rich adhesin for platelets-like [0.0209] | ANK_REP_REGION domain-containing protein [0.0173] | LIM domain-containing protein jub [0.0116]
B9J08_005072,Myeloid leukemia factor 1,0.0867295938396502,"Myeloid leukemia factor 1 [0.0867] | Hypothetical protein [0.0656] | Myeloid leukemia factor [0.0547] | Myeloid leukemia factor 1-like [0.0221] | (thale cress) hypothetical protein [0.0141] | Myeloid leukemia factor 2 [0.0118] | (pine wood nematode) hypothetical protein [0.0092] | Signal peptide protein [0.0072] | Hypothetical_protein [0.0054] | Myeloid leukemia factor, [0.0036]"
B9J08_005080,Lipoprotein,0.1532083475341309,Lipoprotein [0.1532] | Transcriptional regulator [0.0382] | Conserved domain protein [0.0292] | Group-specific protein [0.0275] | Orphan protein [0.0104] | DUF4349 domain-containing protein [0.0095] | DNA repair ATPase [0.0093] | Orphan protein membrane protein [0.0086] | DNA repair protein [0.0085] | Hypothetical membrane protein [0.0068]
B9J08_005090,DDE_Tnp_1_7 domain-containing protein,0.0873347052767891,"DDE_Tnp_1_7 domain-containing protein [0.0873] | ORF4 [0.0188] | ORF43 [0.0174] | Hypothetical protein [0.0146] | ORF45 [0.0118] | WGS project CBMG000000000 data, contig CS5907- [0.0077] | ORF3 [0.0054] | WGS project CBME000000000 data, contig [0.0052] | ORF31 [0.0047] | Protein ORF43 [0.0043]"
B9J08_005118,Myb_DNA-bind_3 domain-containing protein,0.1405376581477693,Myb_DNA-bind_3 domain-containing protein [0.1405] | (thale cress) hypothetical protein [0.0478] | PREDICTED: transposon CACTA En/Spm [0.0182] | Protein FAR1-RELATED SEQUENCE [0.0178] | S ribonuclease [0.0169] | L10-interacting MYB domain-containing protein-like [0.0136] | PREDICTED: transposon [0.0134] | PREDICTED: FAR1-RELATED SEQUENCE [0.0128] | Nucleotide-diphospho-sugar transferases superfamily protein [0.0114] | CACTA en-spm transposon protein [0.0113]
B9J08_005147,Hypothetical protein,0.0861975964069831,Hypothetical protein [0.0862] | (pine wood nematode) hypothetical protein [0.0304] | Ovule protein [0.0250] | Protein Ycf2-like [0.0188] | Phosphoprotein [0.0146] | Serrate RNA effector molecule homolog [0.0134] | (thale cress) hypothetical protein [0.0092] | Microtubule-associated protein futsch [0.0045] | Heat shock 70 kDa protein 14 [0.0041] | Microtubule-associated protein futsch-like [0.0033]
B9J08_005156,Centromere protein H,0.3642862007538909,Centromere protein H [0.3643] | Centromere protein K [0.1529] | CENP-H domain-containing protein [0.0545] | Centromere protein h [0.0509] | Centromere protein H-like [0.0429] | Centromere protein Q [0.0403] | Centromere protein K-like [0.0321] | Centromere protein k [0.0159] | Centromere protein ZW10 [0.0135] | Spindle and kinetochore-associated protein 2 [0.0072]
B9J08_005159,Nuclear transcription factor Y subunit,0.0496619836821979,"Nuclear transcription factor Y subunit [0.0497] | 54S ribosomal protein L4, mitochondrial [0.0385] | 54S ribosomal protein L24 mitochondrial [0.0307] | 50S ribosomal protein L24 [0.0233] | 54S ribosomal protein L24 [0.0149] | 54S ribosomal protein L28, mitochondrial [0.0115] | 54S ribosomal protein L36, mitochondrial [0.0113] | Transcription factor [0.0091] | 54S ribosomal protein L24, mitochondrial [0.0090] | 54S ribosomal protein L24 mitochondrial-like [0.0055]"
B9J08_005164,General stress protein,0.0203235276485212,General stress protein [0.0203] | Hypothetical protein [0.0114] | Consensus disorder prediction [0.0106] | ADP-ribosylation factor GTPase-activating protein AGD8 [0.0055] | General transcriptional corepressor trfA-like [0.0047] | Cytospin-A [0.0037] | ADP-ribosylation factor GTPase-activating protein AGD9 [0.0030] | Transcription elongation factor S-II [0.0029] | General stress protein CsbD [0.0028] | ADP-ribosylation factor GTPase-activating protein AGD10 [0.0028]
B9J08_005173,Pro-interleukin-16,0.0523141157772329,Pro-interleukin-16 [0.0523] | Protein kinase domain-containing protein [0.0301] | DNA helicase [0.0266] | SMC5-SMC6 complex localization factor protein 2 [0.0221] | Breast cancer type 2 susceptibility protein homolog [0.0202] | UDENN domain-containing protein [0.0162] | BRCA-2_helical domain-containing protein [0.0133] | BRCA2 DNA repair associated [0.0123] | MTUS1 [0.0120] | Breast cancer type 1 susceptibility protein homolog [0.0101]
B9J08_005182,B2 protein,0.0546697473210978,B2 protein [0.0547] | Pecanex-like protein [0.0510] | Serine/threonine-protein kinase greatwall [0.0414] | Hypothetical protein [0.0254] | B2-adapt-app_C domain-containing protein [0.0198] | Protein kinase domain-containing protein [0.0195] | ULP_PROTEASE domain-containing protein [0.0175] | DUF4378 domain-containing protein [0.0133] | B2L13 protein [0.0128] | Transcription initiation factor TFIID subunit 1 [0.0106]
B9J08_005189,DUF1622 domain-containing protein,0.0726124824895073,DUF1622 domain-containing protein [0.0726] | Integral membrane protein TerC [0.0397] | Integral membrane protein [0.0370] | Hypothetical membrane protein [0.0310] | Membrane spanning protein [0.0287] | Inner membrane protein [0.0271] | Colicin V production protein [0.0232] | Integral membrane protein TerC family protein [0.0159] | CvpA family protein [0.0135] | Conserved domain protein [0.0112]
B9J08_005193,Hypothetical protein,0.0586174776202519,"Hypothetical protein [0.0586] | Transmembrane protein, [0.0544] | Transmembrane protein [0.0506] | ABC transmembrane type-1 domain-containing protein [0.0269] | Conserved plasma membrane protein [0.0254] | Longin domain-containing protein [0.0223] | RMI1_N domain-containing protein [0.0105] | Hypothetical_protein [0.0074] | ERD4-related membrane protein [0.0067] | RMI1_C domain-containing protein [0.0058]"
B9J08_005194,BAH domain-containing protein,0.0187319123892726,BAH domain-containing protein [0.0187] | DUF3444 domain-containing protein [0.0116] | DUF4520 domain-containing protein [0.0103] | Hypothetical protein [0.0096] | DUF3291 domain-containing protein [0.0069] | DUF4379 domain-containing protein [0.0045] | C-type lectin domain-containing protein [0.0036] | Eukaryotic translation initiation factor [0.0020] | Alpha-glucosidase [0.0019] | Eukaryotic translation initiation factor-like protein [0.0018]
B9J08_005200,"54S ribosomal protein L39, mitochondrial",0.0077665203645874,"54S ribosomal protein L39, mitochondrial [0.0078] | 54S ribosomal protein L36, mitochondrial [0.0070] | Ribosomal_L40e domain-containing protein [0.0058] | Ribosomal_L28e domain-containing protein [0.0049] | 54S ribosomal protein L37, mitochondrial [0.0049] | Ribosomal protein L35 [0.0039] | WGS project CCBQ000000000 data, contig 00015 [0.0031] | Ribosomal protein L35, mitochondrial [0.0029] | 54S ribosomal protein L35, mitochondrial [0.0024] | WGS project CCBQ000000000 data, contig 00106 [0.0022]"
B9J08_005215,CRAL-TRIO domain-containing protein,0.0358793682326783,CRAL-TRIO domain-containing protein [0.0359] | Elongator complex protein 5 [0.0203] | SNF2_N domain-containing protein [0.0157] | Hypothetical protein [0.0115] | ATP-dependent DNA helicase [0.0085] | Protein ecdysoneless [0.0083] | Helicase ATP-binding domain-containing protein [0.0079] | DNA repair protein [0.0066] | DNA repair protein RAD16 [0.0056] | Bumetanide-sensitive sodium-(Potassium)-chloride cotransporter [0.0054]
