Protein,Gene ID,source_id,Product Description,Protein Length,Ortholog count,Paralog count,ProtNLM_Top1,ProtNLM_Top1_Score,ProtNLM_Top10,ProtNLM_Top1_Generic,ProtNLM_Score_GE_0.2,ProtNLM_Score_GE_0.5,ProtNLM_Score_GE_0.8,ProtNote_Top_GO,ProtNote_Top_GO_Description,ProtNote_Top_Probability,ProtNote_Top_Rank,ProtNote_Top_Specific_GO,ProtNote_Top_Specific_Description,ProtNote_Top_Specific_Probability,ProtNote_Top_Specific_Rank,ProtNote_NonObsolete_Count,ProtNote_Specific_Count,ProtNote_HighConf_Specific_Count,ProtNote_All_Specific_Descriptions,Has_ProtNote_Specific_Prediction,Has_HighConf_ProtNote_Specific,ProtNLM_NonGeneric,Candidate_Priority_Score,GO2SUM_Function_Text,GO2SUM_Function_Word_Count,GO2SUM_Function_Exact_Duplicate_Count,GO2SUM_Function_Review_Reasons,GO2SUM_Function_Review_Flag,GO2SUM_Pathway_Text,GO2SUM_Pathway_Word_Count,GO2SUM_Pathway_Exact_Duplicate_Count,GO2SUM_Pathway_Review_Reasons,GO2SUM_Pathway_Review_Flag,GO2SUM_Subunit_Text,GO2SUM_Subunit_Word_Count,GO2SUM_Subunit_Exact_Duplicate_Count,GO2SUM_Subunit_Review_Reasons,GO2SUM_Subunit_Review_Flag,GO2SUM_Any_Review_Flag,GO2SUM_Number_Of_Flagged_Output_Types
B9J08_002730,B9J08_002730,B9J08_002730-t37_1,hypothetical protein,276,9,0,YNL208W,0.0778615285368161,YNL208W [0.0779] | YNL208W-like protein [0.0701] | Rick_17kDa_Anti domain-containing protein [0.0418] | YNL208Wp-like protein [0.0272] | Stress protein DDR48 [0.0188] | Related to DDR48-heat shock protein [0.0174] | RNQ1-like protein [0.0107] | RNQ1 (Y [0.0076] | Glycine-rich cell wall structural protein 1 [0.0046] | Glycine-rich cell wall structural protein [0.0042],False,False,False,False,GO:0005575,cellular_component,0.7786,1,GO:0030247,polysaccharide binding,0.4864,4,17,11,0,polysaccharide binding | membrane | extracellular matrix | response to external stimulus | plasma membrane | multi-organism process | reproductive process | response to stimulus | intercellular transport | cell projection | slime layer,True,False,True,2,Binds specifically to heparan sulfate.,5,1,,False,Amino-sugar metabolism; OBSOLETE biosynthesis.,4,2,obsolete_placeholder,True,"Interacts with B'THETA, B'THETA and B'THETA.",6,2,,False,True,1
B9J08_002843,B9J08_002843,B9J08_002843-t37_1,hypothetical protein,416,22,0,Hypothetical protein,0.0773629899714137,"Hypothetical protein [0.0774] | Hypothetical_protein [0.0496] | Transmembrane protein [0.0491] | (pine wood nematode) hypothetical protein [0.0424] | Conserved plasma membrane protein [0.0260] | Bestrophin homolog [0.0171] | Testis-expressed protein 2 [0.0125] | Nuclear envelope morphology protein 1 [0.0120] | Testis-expressed protein 14 [0.0090] | Transmembrane protein, [0.0070]",True,False,False,False,GO:0005575,cellular_component,0.976,1,GO:0031224,intrinsic component of membrane,0.9429,3,19,11,11,intrinsic component of membrane | integral component of membrane | intracellular part | intracellular organelle part | endoplasmic reticulum part | organelle part | organelle membrane | intracellular organelle | intracellular membrane-bounded organelle | membrane | endoplasmic reticulum membrane,True,True,False,2,OBSOLETE is required for cell division.,6,1,obsolete_placeholder,True,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Interacts with GPA1 and GPA2.,5,3,,False,True,2
B9J08_001556,B9J08_001556,B9J08_001556-t37_1,hypothetical protein,239,21,0,Hypothetical protein,0.073293688916432,Hypothetical protein [0.0733] | (pine wood nematode) hypothetical protein [0.0519] | Hypothetical_protein [0.0426] | Swi3 domain-containing protein [0.0152] | DUF4211 domain-containing protein [0.0088] | Serine/threonine protein kinase [0.0052] | DUF4218 domain-containing protein [0.0033] | Coiled-coil domain-containing protein [0.0032] | Ubiquitin-like-specific protease ESD4 [0.0032] | ATP-dependent DNA helicase [0.0030],True,False,False,False,GO:0005575,cellular_component,0.9677,1,GO:0044424,intracellular part,0.9358,3,20,14,14,intracellular part | intracellular organelle part | organelle part | protein-containing complex | nuclear part | intracellular protein-containing complex | small nuclear ribonucleoprotein complex | ribonucleoprotein complex | protein-containing complex assembly | protein-containing complex subunit organization | U5 snRNP | spliceosomal complex | cellular component organization | cellular component assembly,True,True,False,2,Required for the splicing of pre-mRNA. Binds to the loop I region of the U5 small nuclear ribonucleoprotein,18,1,,False,Protein modification; protein glycosylation.,4,85,,False,"Core component of the spliceosomal U5, U6 and U5 small nuclear ribonucleoproteins, the building blocks of the spliceosome.",18,1,extreme_length_outlier,True,True,1
B9J08_001942,B9J08_001942,B9J08_001942-t37_1,hypothetical protein,413,20,0,Hypothetical_protein,0.0731588394861456,Hypothetical_protein [0.0732] | Protein SCM3 [0.0631] | Protein IFH1 [0.0208] | Hypothetical protein [0.0204] | Protein starmaker-like [0.0176] | Protein mms22 [0.0161] | Protein SBE2 [0.0135] | Protein starmaker [0.0129] | Protein CHROMATIN REMODELING 20 [0.0075] | Transcription factor [0.0071],True,False,False,False,GO:0008150,biological_process,0.9839,1,GO:0044424,intracellular part,0.9439,5,19,14,14,intracellular part | metabolic process | cellular aromatic compound metabolic process | nitrogen compound metabolic process | cellular metabolic process | primary metabolic process | organic substance metabolic process | nucleobase-containing compound metabolic process | organic cyclic compound metabolic process | heterocycle metabolic process | cellular nitrogen compound metabolic process | cellular component organization | macromolecule metabolic process | cellular component organization or biogenesis,True,True,False,2,This protein is an aliphatic mononucleotide synthase.,7,1,,False,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Homotrimer.,1,54,,False,True,1
B9J08_003181,B9J08_003181,B9J08_003181-t37_1,hypothetical protein,115,3,0,Hypothetical protein,0.0714725342468079,Hypothetical protein [0.0715] | Coiled-coil domain-containing protein 167 [0.0455] | Coiled-coil domain containing 167 [0.0412] | Coiled-coil domain-containing protein 190 [0.0310] | Coiled-coil domain containing 190 [0.0259] | Coiled-coil domain-containing protein 190-like [0.0164] | BZIP domain-containing protein [0.0155] | Coiled-coil domain-containing protein [0.0145] | Transposase [0.0133] | (pine wood nematode) hypothetical protein [0.0116],True,False,False,False,GO:0008150,biological_process,0.6744,1,GO:0044424,intracellular part,0.6094,2,16,12,4,intracellular part | protein-containing complex | intracellular organelle part | organelle part | intracellular protein-containing complex | nuclear part | chromosomal part | organic substance metabolic process | metabolic process | ribosomal subunit | nucleus | chemosynthesis,True,True,False,2,"May function as an adapter protein to facilitate the interaction of SnRK1 complex with effector proteins, conferring tissue- and stimulus-type specific differences in the SnRK1 regulation pathway.",27,1,,False,Energy metabolism; photosynthesis.,3,3,photosynthesis_or_chloroplast,True,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,True,2
B9J08_000006,B9J08_000006,B9J08_000006-t37_1,hypothetical protein,270,10,0,Hypothetical protein,0.0705935035912406,"Hypothetical protein [0.0706] | Hypothetical_protein [0.0481] | PH domain-containing protein [0.0223] | Phage protein [0.0135] | Polymerase [0.0115] | Gag-pol polyprotein [0.0111] | Conserved domain protein [0.0109] | Integrase [0.0069] | Hypothetical conserved protein [0.0067] | WGS project CCBQ000000000 data, contig 00015 [0.0031]",True,False,False,False,GO:0005575,cellular_component,0.8956,1,GO:0044424,intracellular part,0.8275,2,17,12,2,intracellular part | cytoplasm | metabolic process | ciliary part | macromolecule metabolic process | nitrogen compound metabolic process | cell projection part | plasma membrane bounded cell projection part | defense response | cilium or flagellum-dependent cell motility | cellular macromolecule metabolic process | cellular metabolic process,True,True,False,2,May play a protective role in mucosal tissues by preventing exaggerated allergic responses.,13,1,metazoan_or_clinical_context,True,Energy metabolism; nitrogen metabolism.,4,4,,False,Homodimer.,1,182,,False,True,1
B9J08_000124,B9J08_000124,B9J08_000124-t37_1,hypothetical protein,659,22,0,Hypothetical_protein,0.0703316654939231,Hypothetical_protein [0.0703] | Protein kinase domain-containing protein [0.0512] | ANK_REP_REGION domain-containing protein [0.0290] | Pheromone-regulated membrane protein 10 [0.0137] | Frequency clock protein [0.0136] | HECT domain-containing protein [0.0129] | F-box domain-containing protein [0.0123] | Fcf2 domain-containing protein [0.0111] | Pheromone-regulated membrane protein [0.0045] | Serine/threonine protein kinase [0.0037],True,False,False,False,GO:0008150,biological_process,0.7127,1,GO:0050794,regulation of cellular process,0.6391,5,19,11,5,regulation of cellular process | intracellular part | regulation of biological process | intracellular organelle part | organelle part | organic cyclic compound binding | cytoskeletal part | nucleus | heterocyclic compound binding | intracellular organelle | intracellular membrane-bounded organelle,True,True,False,2,This protein binds C-cyclic phosphodiester.,5,1,,False,Amino-acid biosynthesis; OBSOLETE biosynthesis.,4,16,obsolete_placeholder,True,Homodimer.,1,182,,False,True,1
B9J08_005243,B9J08_005243,B9J08_005243-t37_1,hypothetical protein,219,9,0,Hypothetical protein,0.068961971914795,Hypothetical protein [0.0690] | BAG domain-containing protein [0.0267] | CARD domain-containing protein [0.0246] | ATP-dependent DNA helicase [0.0228] | ATP-dependent helicase [0.0153] | Hypothetical_protein [0.0143] | ATP-binding protein [0.0112] | ATP-dependent Clp protease ATP-binding subunit ClpC [0.0086] | ATP-dependent Clp protease ATP-binding subunit ClpB [0.0082] | ATP-dependent Clp protease ATP-binding subunit [0.0077],True,False,False,False,GO:0008150,biological_process,0.9338,1,GO:0044424,intracellular part,0.8937,5,20,15,15,"intracellular part | cell cycle process | cellular component organization | cell division | macromolecule metabolic process | cellular component organization or biogenesis | chromosomal part | mitotic cell cycle process | organelle organization | organelle part | intracellular organelle | organic substance metabolic process | intracellular organelle part | chromosome, centromeric region | metabolic process",True,True,False,2,Required for correct chromosome segregation.,5,2,,False,Carbohydrate degradation; glycolysis.,3,7,,False,"Component of the plastid-encoded RNA polymerase complex, which is composed of at least cnl2, cnp1, cnp2, cnp3, cnp4 and cnp5.",20,1,photosynthesis_or_chloroplast; extreme_length_outlier,True,True,1
B9J08_001147,B9J08_001147,B9J08_001147-t37_1,hypothetical protein,109,22,0,Conserved protein,0.0657849454277132,"Conserved protein [0.0658] | Hypothetical_protein [0.0181] | Transmembrane protein, [0.0162] | Mitochondrial import inner membrane translocase subunit Tim21 [0.0113] | Bgt- [0.0111] | NADH-ubiquinone oxidoreductase ESSS subunit [0.0092] | Conserved protein with signal anchor [0.0090] | WGS project CCBQ000000000 data, contig 00015 [0.0084] | WGS project CCBQ000000000 data, contig 00106 [0.0074] | Transmembrane protein [0.0068]",True,False,False,False,GO:0005575,cellular_component,0.9942,1,GO:0032991,protein-containing complex,0.9164,5,19,13,13,protein-containing complex | mitochondrial membrane part | intracellular part | inner mitochondrial membrane protein complex | membrane protein complex | mitochondrial protein complex | mitochondrial part | metabolic process | cellular metabolic process | intracellular organelle part | organelle part | intracellular protein-containing complex | respiratory chain complex,True,True,False,2,"Component of the OBSOLETE complex, a complex that is part of the mitochondrial inner membrane.",15,1,obsolete_placeholder,True,Carbohydrate degradation; glycolysis.,3,7,,False,"Homodimer or homooligomer. Component of the mitochondrial contact site and cristae organizing system complex, composed of at least MICOS10/MIC10, CHCHD3/MIC19, CHCHD6/MIC25, APOOL/MIC27, IMMT/MIC60, APOO/MIC23/MIC26 and QIL1/MIC13. This complex was also known under the names MINOS or MitOS complex. The MICOS complex associates with mitochondrial membrane proteins SAMM50, MTX1 and MTX2 complex) and DNAJC11, mitochondrial membrane protein TMEM11 and with HSPA9. The MICOS and SAM complexes together with DNAJC11 are part of a large protein complex spanning both membranes termed the mitochondrial intermembrane space bridging complex.",85,1,extreme_length_outlier,True,True,2
B9J08_001479,B9J08_001479,B9J08_001479-t37_1,hypothetical protein,459,11,1,Hypothetical protein,0.0654846814021787,Hypothetical protein [0.0655] | (pine wood nematode) hypothetical protein [0.0585] | (thale cress) hypothetical protein [0.0169] | Polycystic kidney disease protein 1-like 2 [0.0113] | IQ domain-containing protein M [0.0097] | Methyl-CpG-binding domain protein 4-like protein [0.0089] | Hypothetical_protein [0.0086] | PHTF2 [0.0070] | Villin-1 [0.0060] | Polycystic kidney disease and receptor for egg jelly-related protein [0.0034],True,False,False,False,GO:0005575,cellular_component,0.7661,1,GO:0030054,cell junction,0.7298,2,19,14,6,cell junction | cell-cell junction | intracellular part | plasmodesma | organelle part | intracellular organelle part | plastid part | intrinsic component of membrane | chloroplast part | plastid stroma | chloroplast stroma | anchoring junction | integral component of membrane | adherens junction,True,True,False,2,May play a role as a scaffolding protein in plastids.,10,1,photosynthesis_or_chloroplast,True,Protein modification; protein glycosylation.,4,85,,False,E-cadherin/CDH1 is a heterotetramer composed of two subunits of CDH1 and two subunits of CDH2. Interacts with OBSOLETE.,18,1,obsolete_placeholder; extreme_length_outlier,True,True,2
B9J08_001321,B9J08_001321,B9J08_001321-t37_1,hypothetical protein,639,9,0,Hypothetical protein,0.0632839528602778,Hypothetical protein [0.0633] | Hypothetical_protein [0.0317] | PH domain-containing protein [0.0315] | Spindle assembly checkpoint component MAD1 [0.0196] | Autophagy-related protein 6 [0.0182] | Kinesin motor domain-containing protein [0.0156] | Csm1 domain-containing protein [0.0140] | Mitotic spindle assembly checkpoint protein MAD1 [0.0044] | Mitotic spindle checkpoint protein MAD1 [0.0042] | Spindle pole body protein ppc89 [0.0026],True,False,False,False,GO:0005575,cellular_component,0.8839,1,GO:0044424,intracellular part,0.7419,3,18,12,3,intracellular part | organelle part | intracellular organelle part | cytoplasm | intracellular protein-containing complex | Ras GTPase binding | membrane | small GTPase binding | intracellular organelle | intracellular membrane-bounded organelle | protein-containing complex | plasma membrane,True,True,False,2,Probably serves as a microtubule-dependent and Rho-type motility sensor.,9,1,,False,Amino-acid biosynthesis; OBSOLETE biosynthesis.,4,16,obsolete_placeholder,True,Interacts with GTP-bound ARF6.,4,2,,False,True,1
B9J08_001725,B9J08_001725,B9J08_001725-t37_1,hypothetical protein,129,21,0,Hypothetical protein,0.061712985039997,Hypothetical protein [0.0617] | Hypothetical_protein [0.0151] | Similar to [0.0099] | Transcriptional regulator [0.0061] | Ankyrin repeat protein [0.0039] | UPF0325 protein YaeH [0.0039] | Coiled-coil domain-containing protein [0.0034] | Coiled-coil protein [0.0033] | Transcription factor [0.0031] | Ankyrin repeat domain-containing protein [0.0018],True,False,False,False,GO:0005575,cellular_component,0.7942,1,GO:0044424,intracellular part,0.6828,2,20,15,15,"intracellular part | positive regulation of biological process | positive regulation of macromolecule metabolic process | regulation of biological process | regulation of gene expression | positive regulation of gene expression | regulation of macromolecule metabolic process | positive regulation of metabolic process | positive regulation of macromolecule biosynthetic process | regulation of metabolic process | positive regulation of cellular metabolic process | regulation of cellular macromolecule biosynthetic process | positive regulation of biosynthetic process | positive regulation of transcription, DNA-templated | positive regulation of cellular process",True,True,False,2,Major dynein-containing protein that acts as a transcriptional activator. Binds to and activates the dynein-dynactin monooxygenase dynein-dynactin complex.,18,1,,False,Protein modification; protein ubiquitination.,4,16,,False,Interacts with B'THETA and B'THETA.,5,13,,False,False,0
